task_id	gap_kind	upstream_item	required_fixture	target_area	fixture_location	status
syntax-kind:JSDocProtectedTag	runtime_kind	JSDocProtectedTag	Add the smallest fixed reference that creates runtime kind JSDocProtectedTag, or record it as parser-nonconstructible.	jsdoc	fixtures/jsdoc; parser_jsdoc_wbtest.mbt; scripts/audit-parser-jsdoc.mjs	complete
syntax-kind:JSDocPublicTag	runtime_kind	JSDocPublicTag	Add the smallest fixed reference that creates runtime kind JSDocPublicTag, or record it as parser-nonconstructible.	jsdoc	fixtures/jsdoc; parser_jsdoc_wbtest.mbt; scripts/audit-parser-jsdoc.mjs	complete
syntax-kind:JSDocReadonlyTag	runtime_kind	JSDocReadonlyTag	Add the smallest fixed reference that creates runtime kind JSDocReadonlyTag, or record it as parser-nonconstructible.	jsdoc	fixtures/jsdoc; parser_jsdoc_wbtest.mbt; scripts/audit-parser-jsdoc.mjs	complete
syntax-kind:JSDocReturnTag	runtime_kind	JSDocReturnTag	Add the smallest fixed reference that creates runtime kind JSDocReturnTag, or record it as parser-nonconstructible.	jsdoc	fixtures/jsdoc; parser_jsdoc_wbtest.mbt; scripts/audit-parser-jsdoc.mjs	complete
syntax-kind:JSDocSatisfiesTag	runtime_kind	JSDocSatisfiesTag	Add the smallest fixed reference that creates runtime kind JSDocSatisfiesTag, or record it as parser-nonconstructible.	jsdoc	fixtures/jsdoc; parser_jsdoc_wbtest.mbt; scripts/audit-parser-jsdoc.mjs	complete
syntax-kind:JSDocSeeTag	runtime_kind	JSDocSeeTag	Add the smallest fixed reference that creates runtime kind JSDocSeeTag, or record it as parser-nonconstructible.	jsdoc	fixtures/jsdoc; parser_jsdoc_wbtest.mbt; scripts/audit-parser-jsdoc.mjs	complete
syntax-kind:JSDocSignature	runtime_kind	JSDocSignature	Add the smallest fixed reference that creates runtime kind JSDocSignature, or record it as parser-nonconstructible.	jsdoc	fixtures/jsdoc; parser_jsdoc_wbtest.mbt; scripts/audit-parser-jsdoc.mjs	complete
syntax-kind:JSDocTemplateTag	runtime_kind	JSDocTemplateTag	Add the smallest fixed reference that creates runtime kind JSDocTemplateTag, or record it as parser-nonconstructible.	jsdoc	fixtures/jsdoc; parser_jsdoc_wbtest.mbt; scripts/audit-parser-jsdoc.mjs	complete
syntax-kind:JSDocText	runtime_kind	JSDocText	Add the smallest fixed reference that creates runtime kind JSDocText, or record it as parser-nonconstructible.	jsdoc	fixtures/jsdoc; parser_jsdoc_wbtest.mbt; scripts/audit-parser-jsdoc.mjs	complete
syntax-kind:JSDocThisTag	runtime_kind	JSDocThisTag	Add the smallest fixed reference that creates runtime kind JSDocThisTag, or record it as parser-nonconstructible.	jsdoc	fixtures/jsdoc; parser_jsdoc_wbtest.mbt; scripts/audit-parser-jsdoc.mjs	complete
syntax-kind:JSDocThrowsTag	runtime_kind	JSDocThrowsTag	Add the smallest fixed reference that creates runtime kind JSDocThrowsTag, or record it as parser-nonconstructible.	jsdoc	fixtures/jsdoc; parser_jsdoc_wbtest.mbt; scripts/audit-parser-jsdoc.mjs	complete
syntax-kind:JSDocTypedefTag	runtime_kind	JSDocTypedefTag	Add the smallest fixed reference that creates runtime kind JSDocTypedefTag, or record it as parser-nonconstructible.	jsdoc	fixtures/jsdoc; parser_jsdoc_wbtest.mbt; scripts/audit-parser-jsdoc.mjs	complete
syntax-kind:JSDocTypeLiteral	runtime_kind	JSDocTypeLiteral	Add the smallest fixed reference that creates runtime kind JSDocTypeLiteral, or record it as parser-nonconstructible.	jsdoc	fixtures/jsdoc; parser_jsdoc_wbtest.mbt; scripts/audit-parser-jsdoc.mjs	complete
syntax-kind:JSDocTypeTag	runtime_kind	JSDocTypeTag	Add the smallest fixed reference that creates runtime kind JSDocTypeTag, or record it as parser-nonconstructible.	jsdoc	fixtures/jsdoc; parser_jsdoc_wbtest.mbt; scripts/audit-parser-jsdoc.mjs	complete
syntax-kind:JSDocVariadicType	runtime_kind	JSDocVariadicType	Add the smallest fixed reference that creates runtime kind JSDocVariadicType, or record it as parser-nonconstructible.	jsdoc	fixtures/jsdoc; parser_jsdoc_wbtest.mbt; scripts/audit-parser-jsdoc.mjs	complete
syntax-kind:JsxTextAllWhiteSpaces	runtime_kind	JsxTextAllWhiteSpaces	Add the smallest fixed reference that creates runtime kind JsxTextAllWhiteSpaces, or record it as parser-nonconstructible.	jsx	fixtures/structured/basic.jsx; parser_jsx_wbtest.mbt; scripts/audit-structured.mjs	complete
syntax-kind:KeyOfKeyword	runtime_kind	KeyOfKeyword	Add the smallest fixed reference that creates runtime kind KeyOfKeyword, or record it as parser-nonconstructible.	syntax-kind/factory/traversal	syntax_kind_wbtest.mbt; scanner_token_coverage_wbtest.mbt; node_factory_contract_wbtest.mbt; scripts/audit-test-coverage.mjs	complete_scanner_factory_or_nonconstructible
syntax-kind:LastContextualKeyword	runtime_kind	LastContextualKeyword	Add the smallest fixed reference that creates runtime kind LastContextualKeyword, or record it as parser-nonconstructible.	syntax-kind/factory/traversal	syntax_kind_wbtest.mbt; scanner_token_coverage_wbtest.mbt; node_factory_contract_wbtest.mbt; scripts/audit-test-coverage.mjs	complete_scanner_factory_or_nonconstructible
syntax-kind:LastFutureReservedWord	runtime_kind	LastFutureReservedWord	Add the smallest fixed reference that creates runtime kind LastFutureReservedWord, or record it as parser-nonconstructible.	syntax-kind/factory/traversal	syntax_kind_wbtest.mbt; scanner_token_coverage_wbtest.mbt; node_factory_contract_wbtest.mbt; scripts/audit-test-coverage.mjs	complete_scanner_factory_or_nonconstructible
syntax-kind:LastJSDocTagNode	runtime_kind	LastJSDocTagNode	Add the smallest fixed reference that creates runtime kind LastJSDocTagNode, or record it as parser-nonconstructible.	syntax-kind/factory/traversal	syntax_kind_wbtest.mbt; scanner_token_coverage_wbtest.mbt; node_factory_contract_wbtest.mbt; scripts/audit-test-coverage.mjs	complete_scanner_factory_or_nonconstructible
syntax-kind:LastReservedWord	runtime_kind	LastReservedWord	Add the smallest fixed reference that creates runtime kind LastReservedWord, or record it as parser-nonconstructible.	syntax-kind/factory/traversal	syntax_kind_wbtest.mbt; scanner_token_coverage_wbtest.mbt; node_factory_contract_wbtest.mbt; scripts/audit-test-coverage.mjs	complete_scanner_factory_or_nonconstructible
syntax-kind:LastTriviaToken	runtime_kind	LastTriviaToken	Add the smallest fixed reference that creates runtime kind LastTriviaToken, or record it as parser-nonconstructible.	syntax-kind/factory/traversal	syntax_kind_wbtest.mbt; scanner_token_coverage_wbtest.mbt; node_factory_contract_wbtest.mbt; scripts/audit-test-coverage.mjs	complete_scanner_factory_or_nonconstructible
syntax-kind:LessThanSlashToken	runtime_kind	LessThanSlashToken	Add the smallest fixed reference that creates runtime kind LessThanSlashToken, or record it as parser-nonconstructible.	syntax-kind/factory/traversal	syntax_kind_wbtest.mbt; scanner_token_coverage_wbtest.mbt; node_factory_contract_wbtest.mbt; scripts/audit-test-coverage.mjs	complete_scanner_factory_or_nonconstructible
syntax-kind:LetKeyword	runtime_kind	LetKeyword	Add the smallest fixed reference that creates runtime kind LetKeyword, or record it as parser-nonconstructible.	syntax-kind/factory/traversal	syntax_kind_wbtest.mbt; scanner_token_coverage_wbtest.mbt; node_factory_contract_wbtest.mbt; scripts/audit-test-coverage.mjs	complete_scanner_factory_or_nonconstructible
syntax-kind:MinusMinusToken	runtime_kind	MinusMinusToken	Add the smallest fixed reference that creates runtime kind MinusMinusToken, or record it as parser-nonconstructible.	syntax-kind/factory/traversal	syntax_kind_wbtest.mbt; scanner_token_coverage_wbtest.mbt; node_factory_contract_wbtest.mbt; scripts/audit-test-coverage.mjs	complete_scanner_factory_or_nonconstructible
syntax-kind:ModuleKeyword	runtime_kind	ModuleKeyword	Add the smallest fixed reference that creates runtime kind ModuleKeyword, or record it as parser-nonconstructible.	syntax-kind/factory/traversal	syntax_kind_wbtest.mbt; scanner_token_coverage_wbtest.mbt; node_factory_contract_wbtest.mbt; scripts/audit-test-coverage.mjs	complete_scanner_factory_or_nonconstructible
syntax-kind:MultiLineCommentTrivia	runtime_kind	MultiLineCommentTrivia	Add the smallest fixed reference that creates runtime kind MultiLineCommentTrivia, or record it as parser-nonconstructible.	syntax-kind/factory/traversal	syntax_kind_wbtest.mbt; scanner_token_coverage_wbtest.mbt; node_factory_contract_wbtest.mbt; scripts/audit-test-coverage.mjs	complete_scanner_factory_or_nonconstructible
syntax-kind:NamespaceKeyword	runtime_kind	NamespaceKeyword	Add the smallest fixed reference that creates runtime kind NamespaceKeyword, or record it as parser-nonconstructible.	syntax-kind/factory/traversal	syntax_kind_wbtest.mbt; scanner_token_coverage_wbtest.mbt; node_factory_contract_wbtest.mbt; scripts/audit-test-coverage.mjs	complete_scanner_factory_or_nonconstructible
syntax-kind:NewKeyword	runtime_kind	NewKeyword	Add the smallest fixed reference that creates runtime kind NewKeyword, or record it as parser-nonconstructible.	syntax-kind/factory/traversal	syntax_kind_wbtest.mbt; scanner_token_coverage_wbtest.mbt; node_factory_contract_wbtest.mbt; scripts/audit-test-coverage.mjs	complete_scanner_factory_or_nonconstructible
syntax-kind:NewLineTrivia	runtime_kind	NewLineTrivia	Add the smallest fixed reference that creates runtime kind NewLineTrivia, or record it as parser-nonconstructible.	syntax-kind/factory/traversal	syntax_kind_wbtest.mbt; scanner_token_coverage_wbtest.mbt; node_factory_contract_wbtest.mbt; scripts/audit-test-coverage.mjs	complete_scanner_factory_or_nonconstructible
syntax-kind:NonTextFileMarkerTrivia	runtime_kind	NonTextFileMarkerTrivia	Add the smallest fixed reference that creates runtime kind NonTextFileMarkerTrivia, or record it as parser-nonconstructible.	syntax-kind/factory/traversal	syntax_kind_wbtest.mbt; scanner_token_coverage_wbtest.mbt; node_factory_contract_wbtest.mbt; scripts/audit-test-coverage.mjs	complete_scanner_factory_or_nonconstructible
syntax-kind:NotEmittedStatement	runtime_kind	NotEmittedStatement	Add the smallest fixed reference that creates runtime kind NotEmittedStatement, or record it as parser-nonconstructible.	syntax-kind/factory/traversal	syntax_kind_wbtest.mbt; scanner_token_coverage_wbtest.mbt; node_factory_contract_wbtest.mbt; scripts/audit-test-coverage.mjs	complete_scanner_factory_or_nonconstructible
syntax-kind:NotEmittedTypeElement	runtime_kind	NotEmittedTypeElement	Add the smallest fixed reference that creates runtime kind NotEmittedTypeElement, or record it as parser-nonconstructible.	syntax-kind/factory/traversal	syntax_kind_wbtest.mbt; scanner_token_coverage_wbtest.mbt; node_factory_contract_wbtest.mbt; scripts/audit-test-coverage.mjs	complete_scanner_factory_or_nonconstructible
syntax-kind:OfKeyword	runtime_kind	OfKeyword	Add the smallest fixed reference that creates runtime kind OfKeyword, or record it as parser-nonconstructible.	syntax-kind/factory/traversal	syntax_kind_wbtest.mbt; scanner_token_coverage_wbtest.mbt; node_factory_contract_wbtest.mbt; scripts/audit-test-coverage.mjs	complete_scanner_factory_or_nonconstructible
syntax-kind:OpenBracketToken	runtime_kind	OpenBracketToken	Add the smallest fixed reference that creates runtime kind OpenBracketToken, or record it as parser-nonconstructible.	syntax-kind/factory/traversal	syntax_kind_wbtest.mbt; scanner_token_coverage_wbtest.mbt; node_factory_contract_wbtest.mbt; scripts/audit-test-coverage.mjs	complete_scanner_factory_or_nonconstructible
syntax-kind:OpenParenToken	runtime_kind	OpenParenToken	Add the smallest fixed reference that creates runtime kind OpenParenToken, or record it as parser-nonconstructible.	syntax-kind/factory/traversal	syntax_kind_wbtest.mbt; scanner_token_coverage_wbtest.mbt; node_factory_contract_wbtest.mbt; scripts/audit-test-coverage.mjs	complete_scanner_factory_or_nonconstructible
syntax-kind:PackageKeyword	runtime_kind	PackageKeyword	Add the smallest fixed reference that creates runtime kind PackageKeyword, or record it as parser-nonconstructible.	syntax-kind/factory/traversal	syntax_kind_wbtest.mbt; scanner_token_coverage_wbtest.mbt; node_factory_contract_wbtest.mbt; scripts/audit-test-coverage.mjs	complete_scanner_factory_or_nonconstructible
syntax-kind:PartiallyEmittedExpression	runtime_kind	PartiallyEmittedExpression	Add the smallest fixed reference that creates runtime kind PartiallyEmittedExpression, or record it as parser-nonconstructible.	syntax-kind/factory/traversal	syntax_kind_wbtest.mbt; scanner_token_coverage_wbtest.mbt; node_factory_contract_wbtest.mbt; scripts/audit-test-coverage.mjs	complete_scanner_factory_or_nonconstructible
syntax-kind:PlusPlusToken	runtime_kind	PlusPlusToken	Add the smallest fixed reference that creates runtime kind PlusPlusToken, or record it as parser-nonconstructible.	syntax-kind/factory/traversal	syntax_kind_wbtest.mbt; scanner_token_coverage_wbtest.mbt; node_factory_contract_wbtest.mbt; scripts/audit-test-coverage.mjs	complete_scanner_factory_or_nonconstructible
syntax-kind:RequireKeyword	runtime_kind	RequireKeyword	Add the smallest fixed reference that creates runtime kind RequireKeyword, or record it as parser-nonconstructible.	syntax-kind/factory/traversal	syntax_kind_wbtest.mbt; scanner_token_coverage_wbtest.mbt; node_factory_contract_wbtest.mbt; scripts/audit-test-coverage.mjs	complete_scanner_factory_or_nonconstructible
syntax-kind:ReturnKeyword	runtime_kind	ReturnKeyword	Add the smallest fixed reference that creates runtime kind ReturnKeyword, or record it as parser-nonconstructible.	syntax-kind/factory/traversal	syntax_kind_wbtest.mbt; scanner_token_coverage_wbtest.mbt; node_factory_contract_wbtest.mbt; scripts/audit-test-coverage.mjs	complete_scanner_factory_or_nonconstructible
syntax-kind:SatisfiesKeyword	runtime_kind	SatisfiesKeyword	Add the smallest fixed reference that creates runtime kind SatisfiesKeyword, or record it as parser-nonconstructible.	syntax-kind/factory/traversal	syntax_kind_wbtest.mbt; scanner_token_coverage_wbtest.mbt; node_factory_contract_wbtest.mbt; scripts/audit-test-coverage.mjs	complete_scanner_factory_or_nonconstructible
syntax-kind:SemicolonToken	runtime_kind	SemicolonToken	Add the smallest fixed reference that creates runtime kind SemicolonToken, or record it as parser-nonconstructible.	syntax-kind/factory/traversal	syntax_kind_wbtest.mbt; scanner_token_coverage_wbtest.mbt; node_factory_contract_wbtest.mbt; scripts/audit-test-coverage.mjs	complete_scanner_factory_or_nonconstructible
syntax-kind:SetKeyword	runtime_kind	SetKeyword	Add the smallest fixed reference that creates runtime kind SetKeyword, or record it as parser-nonconstructible.	syntax-kind/factory/traversal	syntax_kind_wbtest.mbt; scanner_token_coverage_wbtest.mbt; node_factory_contract_wbtest.mbt; scripts/audit-test-coverage.mjs	complete_scanner_factory_or_nonconstructible
syntax-kind:ShebangTrivia	runtime_kind	ShebangTrivia	Add the smallest fixed reference that creates runtime kind ShebangTrivia, or record it as parser-nonconstructible.	syntax-kind/factory/traversal	syntax_kind_wbtest.mbt; scanner_token_coverage_wbtest.mbt; node_factory_contract_wbtest.mbt; scripts/audit-test-coverage.mjs	complete_scanner_factory_or_nonconstructible
syntax-kind:SwitchKeyword	runtime_kind	SwitchKeyword	Add the smallest fixed reference that creates runtime kind SwitchKeyword, or record it as parser-nonconstructible.	syntax-kind/factory/traversal	syntax_kind_wbtest.mbt; scanner_token_coverage_wbtest.mbt; node_factory_contract_wbtest.mbt; scripts/audit-test-coverage.mjs	complete_scanner_factory_or_nonconstructible
syntax-kind:SyntaxList	runtime_kind	SyntaxList	Add the smallest fixed reference that creates runtime kind SyntaxList, or record it as parser-nonconstructible.	syntax-kind/factory/traversal	syntax_kind_wbtest.mbt; scanner_token_coverage_wbtest.mbt; node_factory_contract_wbtest.mbt; scripts/audit-test-coverage.mjs	complete_scanner_factory_or_nonconstructible
syntax-kind:SyntheticExpression	runtime_kind	SyntheticExpression	Add the smallest fixed reference that creates runtime kind SyntheticExpression, or record it as parser-nonconstructible.	syntax-kind/factory/traversal	syntax_kind_wbtest.mbt; scanner_token_coverage_wbtest.mbt; node_factory_contract_wbtest.mbt; scripts/audit-test-coverage.mjs	complete_scanner_factory_or_nonconstructible
syntax-kind:SyntheticReferenceExpression	runtime_kind	SyntheticReferenceExpression	Add the smallest fixed reference that creates runtime kind SyntheticReferenceExpression, or record it as parser-nonconstructible.	syntax-kind/factory/traversal	syntax_kind_wbtest.mbt; scanner_token_coverage_wbtest.mbt; node_factory_contract_wbtest.mbt; scripts/audit-test-coverage.mjs	complete_scanner_factory_or_nonconstructible
syntax-kind:ThrowKeyword	runtime_kind	ThrowKeyword	Add the smallest fixed reference that creates runtime kind ThrowKeyword, or record it as parser-nonconstructible.	syntax-kind/factory/traversal	syntax_kind_wbtest.mbt; scanner_token_coverage_wbtest.mbt; node_factory_contract_wbtest.mbt; scripts/audit-test-coverage.mjs	complete_scanner_factory_or_nonconstructible
syntax-kind:TildeToken	runtime_kind	TildeToken	Add the smallest fixed reference that creates runtime kind TildeToken, or record it as parser-nonconstructible.	syntax-kind/factory/traversal	syntax_kind_wbtest.mbt; scanner_token_coverage_wbtest.mbt; node_factory_contract_wbtest.mbt; scripts/audit-test-coverage.mjs	complete_scanner_factory_or_nonconstructible
syntax-kind:TryKeyword	runtime_kind	TryKeyword	Add the smallest fixed reference that creates runtime kind TryKeyword, or record it as parser-nonconstructible.	syntax-kind/factory/traversal	syntax_kind_wbtest.mbt; scanner_token_coverage_wbtest.mbt; node_factory_contract_wbtest.mbt; scripts/audit-test-coverage.mjs	complete_scanner_factory_or_nonconstructible
syntax-kind:TypeKeyword	runtime_kind	TypeKeyword	Add the smallest fixed reference that creates runtime kind TypeKeyword, or record it as parser-nonconstructible.	syntax-kind/factory/traversal	syntax_kind_wbtest.mbt; scanner_token_coverage_wbtest.mbt; node_factory_contract_wbtest.mbt; scripts/audit-test-coverage.mjs	complete_scanner_factory_or_nonconstructible
syntax-kind:TypeOfKeyword	runtime_kind	TypeOfKeyword	Add the smallest fixed reference that creates runtime kind TypeOfKeyword, or record it as parser-nonconstructible.	syntax-kind/factory/traversal	syntax_kind_wbtest.mbt; scanner_token_coverage_wbtest.mbt; node_factory_contract_wbtest.mbt; scripts/audit-test-coverage.mjs	complete_scanner_factory_or_nonconstructible
syntax-kind:UniqueKeyword	runtime_kind	UniqueKeyword	Add the smallest fixed reference that creates runtime kind UniqueKeyword, or record it as parser-nonconstructible.	syntax-kind/factory/traversal	syntax_kind_wbtest.mbt; scanner_token_coverage_wbtest.mbt; node_factory_contract_wbtest.mbt; scripts/audit-test-coverage.mjs	complete_scanner_factory_or_nonconstructible
syntax-kind:UsingKeyword	runtime_kind	UsingKeyword	Add the smallest fixed reference that creates runtime kind UsingKeyword, or record it as parser-nonconstructible.	syntax-kind/factory/traversal	syntax_kind_wbtest.mbt; scanner_token_coverage_wbtest.mbt; node_factory_contract_wbtest.mbt; scripts/audit-test-coverage.mjs	complete_scanner_factory_or_nonconstructible
syntax-kind:VarKeyword	runtime_kind	VarKeyword	Add the smallest fixed reference that creates runtime kind VarKeyword, or record it as parser-nonconstructible.	syntax-kind/factory/traversal	syntax_kind_wbtest.mbt; scanner_token_coverage_wbtest.mbt; node_factory_contract_wbtest.mbt; scripts/audit-test-coverage.mjs	complete_scanner_factory_or_nonconstructible
syntax-kind:WhileKeyword	runtime_kind	WhileKeyword	Add the smallest fixed reference that creates runtime kind WhileKeyword, or record it as parser-nonconstructible.	syntax-kind/factory/traversal	syntax_kind_wbtest.mbt; scanner_token_coverage_wbtest.mbt; node_factory_contract_wbtest.mbt; scripts/audit-test-coverage.mjs	complete_scanner_factory_or_nonconstructible
syntax-kind:WhitespaceTrivia	runtime_kind	WhitespaceTrivia	Add the smallest fixed reference that creates runtime kind WhitespaceTrivia, or record it as parser-nonconstructible.	syntax-kind/factory/traversal	syntax_kind_wbtest.mbt; scanner_token_coverage_wbtest.mbt; node_factory_contract_wbtest.mbt; scripts/audit-test-coverage.mjs	complete_scanner_factory_or_nonconstructible
